name,size
673,bool.has_sizeof,25
695,tactic.simp_config.contextual,25
671,subtype.val,25
715,widget.mouse_event_kind.cases_on,26
727,widget.mouse_event_kind.rec_on,26
733,unification_hint.rec_on,26
732,vm_decl_kind.rec_on,26
739,or_self,27
752,subsingleton.elim,28
761,string.to_list,28
748,bit0,28
780,nat.cases_on,29
782,plift.cases_on,29
809,has_emptyc.rec_on,29
784,or_false,29
814,monad_io_terminal.cmdline_args,29
819,inhabited.rec_on,29
817,option.inhabited.equations._eqn_1,29
805,tactic.unfold_config.canonize_instances._default.equations._eqn_1,29
845,nat.has_lt.equations._eqn_1,30
820,list.below,30
892,is_preorder.to_is_trans,31
880,has_to_string.rec_on,31
857,is_total_preorder.to_is_trans,31
886,is_linear_order.to_is_partial_order,31
878,has_repr.rec_on,31
865,is_strict_total_order.to_is_trichotomous,31
891,is_strict_total_order.to_is_strict_weak_order,31
869,string.iterator.next_to_string,31
898,coe_b,32
897,coe_t,32
929,vm_decl_kind.bytecode.inj_eq,33
923,monad_io_terminal.put_str,33
965,vm_obj_kind.other.inj_eq,33
990,feature_search.predictor_type.knn.inj_eq,33
959,vm_decl_kind.builtin.inj_eq,33
946,vm_obj_kind.constructor.inj_eq,33
953,has_sub.cases_on,33
991,vm_obj_kind.declaration.inj_eq,33
986,has_sub.rec_on,33
995,cond._main,34
1002,monad_io_environment.get_cwd,34
997,cond._sunfold,34
1001,_private.2042382769.V.equations._eqn_1,34
1009,and_iff_right,35
1021,nat.lt_succ_self,36
1028,false_and,36
1039,option.rec_on,36
1030,cc_config.cases_on,36
1074,is_total_preorder.rec_on,37
1053,nonempty.dcases_on,37
1043,monad_run.run,37
1062,is_equiv.rec_on,37
1048,true_and,37
1063,reader_t.has_monad_lift,37
1089,ordering.or_else._sunfold,38
1095,option.rhoare._main,39
1101,monad.cases_on,39
1117,implies.trans,40
1123,coe_fn,40
1143,is_symm.cases_on,41
1141,function.has_right_inverse,41
1140,heq.cases_on,41
1145,is_symm.rec_on,41
1172,tactic.unfold_config.no_confusion_type,43
1180,ne.equations._eqn_1,43
1175,is_total.rec_on,43
1174,is_total.cases_on,43
1176,ulift.down_up,43
1183,buffer,44
1195,has_coe_to_sort.rec_on,44
1185,char_buffer,44
1209,has_seq_right.rec_on,45
1220,decidable.rec_on,46
1225,psigma.cases_on,46
1241,option.is_some,47
1248,is_asymm.cases_on,47
1260,xor.decidable._proof_2,48
1257,iff_false,48
1263,is_left_null.cases_on,48
1261,xor.decidable._proof_3,48
1283,is_trans.rec_on,49
1295,or.comm,50
1293,ite,50
1308,psum.rec_on,51
1305,monad_io_random.cases_on,51
1310,monad_io_random.rec_on,51
1314,heq_of_eq,52
1325,is_distinct.cases_on,52
1333,equivalence,53
1342,reader_t.cases_on,53
1346,ordering.sizeof,53
1402,is_associative.rec_on,55
1388,has_andthen.rec_on,55
1395,is_left_inv.left_inv,55
1391,is_right_cancel.cases_on,55
1378,refl_of,55
1404,tactic.interactive.case_tag.match_result.has_sizeof_inst,55
1414,string.iterator.extract._match_1,56
1415,classical.exists_true_of_nonempty,56
1430,function.comp.right_id,57
1428,applicative.cases_on,57
1439,bool.no_confusion_type,58
1472,list.tail._sunfold,60
1465,transitive.equations._eqn_1,60
1496,classical.strong_indefinite_description._proof_2,62
1526,int.has_one.equations._eqn_1,63
1521,has_one.no_confusion_type,63
1538,right_inverse.equations._eqn_1,64
1537,is_right_cancel.right_cancel,64
1547,exists.intro.equations._eqn_1,65
1564,nonempty_of_inhabited.equations._eqn_1,67
1560,psigma.snd,67
1571,monad_functor.monad_map,68
1579,prod.map,68
1580,has_neg.no_confusion_type,68
1615,is_equiv.drec_on,70
1625,is_strict_order.dcases_on,70
1623,bxor._sunfold,70
1641,is_strict_weak_order.dcases_on,70
1601,bxor,70
1618,acc.cases_on,70
1604,monad_state.cases_on,70
1630,string.to_list.equations._eqn_1,70
1649,sizeof_measure,71
1662,is_left_distrib.rec_on,72
1694,string.iterator.has_next._sunfold,73
1686,environment.projection_info.no_confusion_type,73
1688,has_subset.no_confusion_type,73
1671,decidable.by_contradiction,73
1677,has_add.no_confusion_type,73
1687,except.to_option,73
1706,mjoin,74
1717,strict_weak_order.equiv.equations._eqn_1,75
1713,trichotomous,75
1726,is_cond_right_inv.cases_on,76
1771,asymm_of,80
1773,monad_except_adapter.rec_on,80
1774,vm_obj_kind.cases_on,81
1803,monad_functor_t.rec_on,82
1798,is_asymm.drec,82
1811,feature_search.feature_cfg.no_confusion_type,83
1860,is_antisymm.dcases_on,85
1851,is_right_null.drec,85
1834,reader_t.pure,85
1850,is_left_id.dcases_on,85
1837,is_antisymm.drec,85
1847,ordering.or_else._main.equations._eqn_2,85
1845,is_right_null.dcases_on,85
1840,subtype.sizeof,85
1874,function.right_inverse.equations._eqn_1,87
1878,and.imp,88
1895,state_t.put,89
1904,neq_of_not_iff,90
1903,int.nat_abs_of_neg_succ_of_nat,90
1920,io.process.stdio.no_confusion_type,91
1916,tactic.interactive.case_tag.match_result.no_confusion_type,91
1911,int.nonneg.equations._eqn_1,91
1927,state_t.modify,92
1950,iff_eq_eq,94
1944,nat.less_than_or_equal.drec,94
1947,tactic.interactive.case_tag.match_result.combine._main,94
1964,eq.substr,95
1963,eq.mpr,95
1977,has_monad_lift_t_trans,96
1974,int.no_confusion_type,96
1979,strict_weak_order.not_lt_of_equiv',96
1999,monad_reader.no_confusion_type,100
2007,failure.equations._eqn_1,101
2008,well_founded.fix_F,102
2033,option.get_or_else._main.equations._eqn_1,105
2041,trans_rel_right,106
2052,function.combine.equations._eqn_1,107
2047,option.is_none.equations._eqn_2,107
2056,monad_io.cases_on,109
2071,option_t.has_monad_lift,111
2078,iff_iff_implies_and_implies,112
2079,and_not_self,112
2080,option.get_or_else.equations._eqn_2,113
2089,imp_congr,116
2105,nat.lt_succ_of_le,119
2110,is_right_distrib.drec_on,119
2107,monad_run.no_confusion_type,119
2121,string.iterator.extract._match_1.equations._eqn_1,121
2119,has_andthen.no_confusion_type,121
2137,tactic.new_goals.non_dep_only.sizeof_spec,124
2164,monad.unlessb,127
2177,is_cond_left_inv.drec_on,128
2170,imp_congr_ctx,128
2180,function.right_inverse_of_injective_of_left_inverse,129
2185,int.to_nat._main.equations._eqn_2,129
2206,io.process.spawn_args.no_confusion_type,133
2209,acc.drec,134
2220,min_default,135
2226,monad_io_environment.no_confusion_type,136
2224,state_t.monad_state,136
2231,nat.lt_of_lt_of_le,138
2249,list.no_confusion_type,142
2256,string.iterator.extract_core._match_1.equations._eqn_1,145
2267,bxor.equations._eqn_3,147
2273,bxor.equations._eqn_4,147
2289,well_founded.induction,150
2301,int.lnot._sunfold,154
2315,io.mode.write.sizeof_spec,156
2306,psum.no_confusion_type,156
2322,and_comm,158
2335,string.iterator.has_next._main.equations._eqn_1,163
2352,except.to_option.equations._eqn_2,164
2346,d_array.cases_on,164
2355,function.curry_uncurry,165
2359,is_lawful_singleton.cases_on,166
2367,decidable.rec_on_false,168
2366,rec_subsingleton,168
2374,assert,170
2381,string.iterator.has_next._main.equations._eqn_2,173
2386,string.iterator.has_prev.equations._eqn_2,173
2388,is_incomp_trans.dcases_on,175
2389,list.head.equations._eqn_1,175
2392,punit.decidable_eq.equations._eqn_1,176
2398,exists_unique.elim,177
2405,exists_unique_of_exists_of_unique,178
2411,tt_eq_ff_eq_false,179
2420,tactic.transparency.no_confusion_type,181
2425,string.iterator.prev._main.equations._eqn_1,182
2433,xor.decidable._match_1.equations._eqn_1,184
2444,binder_info.aux_decl.sizeof_spec,188
2453,binder_info.inst_implicit.sizeof_spec,188
2462,except.map._main.equations._eqn_1,190
2461,preorder.lt._default.equations._eqn_1,190
2463,except.map_error._main.equations._eqn_2,190
2467,implies.decidable,192
2478,int.neg_of_nat.equations._eqn_1,194
2474,string.iterator.next.equations._eqn_2,194
2482,tactic.interactive.case_tag.match_result.combine._main.equations._eqn_6,195
2490,tactic.interactive.case_tag.match_result.combine.equations._eqn_2,195
2491,tactic.interactive.case_tag.match_result.combine.equations._eqn_1,195
2503,option.orelse._main.equations._eqn_1,197
2500,string_imp.no_confusion,197
2509,eqv_gen.is_equivalence,199
2524,monad_state_adapter.no_confusion_type,207
2528,option.orelse.equations._eqn_3,208
2525,except_t.bind_cont,208
2534,xor.decidable._proof_4,210
2548,int.neg,217
2550,int.neg._sunfold,217
2556,feature_search.predictor_cfg.no_confusion,218
2564,nat.brec_on,220
2573,monad_io_is_monad_fail.equations._eqn_1,221
2582,has_one.mk.inj,225
2612,io.iterate.equations._eqn_1,237
2616,option_t.catch._match_1,239
2620,int.coe_nat_eq,244
2627,has_neg.mk.inj,246
2629,imp_congr_ctx_eq,247
2633,strict_weak_order.esymm,248
2640,d_array.read,250
2656,has_one.mk.inj_arrow,251
2650,has_zero.no_confusion,251
2660,format.color.pink.sizeof_spec,252
2666,cast_heq,255
2682,prod.lex.drec_on,262
2704,has_lt.mk.inj,267
2690,has_mod.mk.inj,267
2701,has_add.mk.inj,267
2692,has_dvd.mk.inj,267
2713,true_iff,269
2716,has_sizeof.no_confusion,270
2724,reader_t.monad_functor.equations._eqn_1,273
2737,monad_io_net_system.cases_on,278
2754,int.neg_succ_of_nat.inj,288
2763,has_ssubset.no_confusion,289
2779,prod.mk.eta,295
2782,lift_fn_dom.equations._eqn_1,296
2799,has_subset.mk.inj_arrow,299
2808,except_t.catch,300
2809,int.coe_nat_one,301
2812,interactive.loc.ns.inj,302
2814,eqv_gen.drec_on,303
2822,list.binduction_on,307
2829,int.neg_succ_of_nat.inj_arrow,309
2843,expr.coord.app_fn.sizeof_spec,316
2872,nat.one_ne_zero,326
2870,nat.zero_ne_one,326
2892,option_t.catch,336
2901,feature_search.feature_cfg.no_confusion,338
2897,left_comm,338
2908,has_coe_t.mk.inj_arrow,342
2914,has_lift.no_confusion,343
2923,coe_fn_trans.equations._eqn_1,345
2939,pprod.mk.inj,351
2943,guardb.equations._eqn_2,356
2946,interactive.loc.no_confusion,357
2948,array.read,359
2972,nat.le_succ_of_pred_le,370
2979,decidable.not_or_iff_and_not,375
2993,when.equations._eqn_1,382
2992,has_seq_left.mk.inj,382
2998,has_mem.no_confusion,386
3003,_private.2191042625.u_def,390
3014,has_seq_left.no_confusion,396
3025,reader_t.mk.inj,401
3034,io.net.listen,405
3047,reducibility_hints.regular.inj,413
3050,has_bind.no_confusion,415
3051,option_t.monad_except,416
3059,alternative.no_confusion,419
3066,decidable.subsingleton,422
3073,nat.iterate._main,425
3083,reader_t.bind.equations._eqn_1,430
3084,has_seq_right.mk.inj_arrow,430
3100,is_asymm_of_is_trans_of_is_irrefl.equations._eqn_1,440
3101,decidable.rec_on_true.equations._eqn_1,442
3102,function.surjective.comp,443
3103,state_t.mk.inj,443
3120,io.mode.no_confusion,450
3121,list.range,451
3130,except.error.inj,454
3125,psum.inl.inj,454
3124,sum.inl.inj,454
3127,decidable.rec_on_false.equations._eqn_1,454
3137,int.neg_succ_of_nat.inj_eq,457
3136,int.of_nat.inj_eq,457
3148,list.iota._sunfold,461
3168,vm_obj_kind.simple.sizeof_spec,476
3181,vm_obj_kind.declaration.sizeof_spec,476
3185,int.neg_neg_of_nat_succ,479
3188,int.neg_of_nat_of_succ,480
3202,io.net.send,489
3208,state_t.mk.inj_arrow,492
3230,int.neg.equations._eqn_1,508
3240,has_lift_t.sizeof,517
3253,monad_reader.has_sizeof_inst,520
3259,has_lift_t.has_sizeof_inst,525
3264,string.iterator.remove,526
3263,has_pure.has_sizeof_inst,526
3271,string.iterator.remove._main,526
3273,rsimp.config.mk.inj_arrow,526
3282,has_monad_lift_t.sizeof,530
3290,state_t.sizeof,533
3291,option.sizeof._main,534
3294,has_seq.sizeof,535
3319,_private.3409144537.v.equations._eqn_1,544
3318,_private.1748694679.u.equations._eqn_1,544
3324,int.lnot.equations._eqn_1,548
3340,int.neg._main.equations._eqn_2,561
3344,psum.no_confusion,564
3360,monad_functor.has_sizeof_inst,577
3357,list.foldr,577
3361,occurrences.no_confusion,578
3366,implies_of_if_neg,581
3367,monad_io_environment.mk.inj,581
3395,io.finally._match_1.equations._eqn_1,603
3398,expr.address.has_append,605
3415,list.nth,620
3424,bin_tree.binduction_on,630
3426,string.iterator.prev_to_string,637
3436,list.update_nth,641
3442,list.drop_while._main,645
3449,sum.inl.inj_eq,651
3456,psum.inr.inj_eq,653
3460,string.push._main,654
3461,array.map,654
3458,string.str,654
3462,string.push._sunfold,654
3464,state_t.bind.equations._eqn_1,655
3467,dlist.apply,656
3468,list.after,657
3472,int.coe_nat_eq_coe_nat_iff,658
3476,monad_except_adapter.mk.inj_arrow,662
3478,monad_state.mk.inj_arrow,663
3480,list.mfirst._main,664
3487,string.has_append,668
3501,except_t.adapt.equations._eqn_1,678
3508,list.erase,691
3514,option.get._sunfold,701
3519,strict_weak_order.is_equiv,702
3515,io.fs.rmdir,702
3538,monad_functor.mk.inj_arrow,712
3542,io.fs.mkdir,716
3544,put,717
3547,modify,721
3549,list.lt,724
3552,list.mmap'._main,728
3558,option_t.orelse.equations._eqn_1,734
3560,list.update_nth._sunfold,736
3562,nat.add_one_ne_zero,737
3589,list.partition._main,785
3596,option_t.run_monad_map,790
3603,io.stderr,796
3604,io.fs.is_eof,798
3615,state_t.run_monad_lift,802
3626,coe_decidable_eq,827
3628,subtype.decidable_eq,829
3634,nat.not_lt_zero,836
3645,prod.has_well_founded._proof_1,864
3654,list.mmap,876
3660,except_t.catch.equations._eqn_1,880
3664,io.fs.write,884
3667,monad_io_file_system.write,887
3668,list.repeat._main.equations._eqn_1,887
3682,io.finally,908
3684,to_bool_tt,910
3689,nat.add_one,914
3693,list.range_core.equations._eqn_1,936
3714,int.has_sizeof_inst,965
3716,monad.sequence'._sunfold,969
3720,subsingleton_info.sizeof,977
3738,prod.sizeof,991
3746,buffer.map._sunfold,992
3751,buffer.map,996
3755,list.drop._main.equations._eqn_2,1003
3769,psum.sizeof._sunfold,1010
3767,psum.sizeof._main,1010
3780,list.length,1021
3797,list.is_prefix_of._sunfold,1039
3800,tactic.rewrite_cfg.mk.inj_arrow,1041
3809,string.has_sizeof,1045
3812,has_to_string.mk.sizeof_spec,1050
3813,list.map_with_index_core._main,1050
3819,has_coe.mk.sizeof_spec,1062
3839,list.unzip._sunfold,1088
3841,monad_io_process.no_confusion_type,1093
3850,has_seq_right.mk.sizeof_spec,1102
3851,monad_run.mk.sizeof_spec,1102
3853,nat.bodd_div2.equations._eqn_1,1103
3866,nat.bodd_zero,1119
3871,int.bodd,1144
3872,int.bodd._main,1144
3881,monad_functor.mk.sizeof_spec,1166
3885,monad_state.mk.sizeof_spec,1170
3887,list.map_accumr₂._sunfold,1177
3891,well_founded.fix_eq,1188
3893,list.map.equations._eqn_1,1189
3897,list.map_singleton,1200
3902,prod.decidable_eq._sunfold,1216
3914,list.mem_nil_iff,1228
3913,list.join,1228
3918,int.div2._main,1234
3935,string.iterator.to_string._sunfold,1259
3940,list.nil_append,1265
3947,function.bijective.comp,1272
3964,id.pure_eq,1293
3975,nat.iterate.equations._eqn_2,1305
3978,dlist.to_list._sunfold,1310
3984,nat.sub_induction._main.equations._eqn_2,1323
3983,nat.add_succ,1323
3986,_private.3913586777.to_list_aux._main,1324
3988,fin.elim0,1327
3994,ordering.decidable_eq._match_4.equations._eqn_2,1330
3991,ordering.decidable_eq._match_4.equations._eqn_1,1330
3998,list.update_nth._main.equations._eqn_2,1331
4001,list.find_index._main.equations._eqn_1,1337
4003,list.zip_with._main.equations._eqn_1,1343
4014,subtype.eq,1364
4022,option.decidable_eq._sunfold,1383
4030,array.has_mem.equations._eqn_1,1414
4036,nat.decidable_eq._main,1424
4038,nat.bit1_eq_succ_bit0,1426
4060,list.lt.equations._eqn_1,1459
4065,bin_tree.node.inj_arrow,1468
4067,buffer.foreach._main,1469
4073,exists_prop_decidable.equations._eqn_1,1474
4082,list.last,1487
4092,list.has_dec_eq._match_2.equations._eqn_2,1499
4102,list.drop.equations._eqn_3,1508
4103,list.intersperse.equations._eqn_2,1512
4104,list.take._main.equations._eqn_3,1517
4111,list.mmap'._main.equations._eqn_1,1549
4120,string.iterator.remove._main.equations._eqn_1,1567
4128,list.has_decidable_lt._match_1._proof_1,1583
4135,list.span.equations._eqn_1,1601
4140,list.is_prefix_of.equations._eqn_3,1623
4144,dif_ctx_congr,1633
4149,if_ctx_simp_congr_prop,1658
4150,list.mfoldr._main.equations._eqn_1,1661
4155,bool.decidable_eq.equations._eqn_2,1671
4165,io.proc.child.stdin.equations._eqn_1,1708
4175,psigma.has_well_founded._proof_1,1747
4176,lean.is_release,1750
4184,list.mem.equations._eqn_2,1760
4190,list.map_cons,1783
4197,list.unzip._main.equations._eqn_1,1799
4211,list.append._main.equations._eqn_2,1829
4213,eq_ff_eq_not_eq_tt,1832
4214,nat.not_succ_le_self,1833
4221,list.all.equations._eqn_1,1842
4234,string.fold.equations._eqn_1,1869
4236,monad.sequence.equations._eqn_1,1882
4247,string.push.equations._eqn_1,1950
4260,string.iterator.insert._main.equations._eqn_1,1995
4267,nat.bodd_two,2005
4268,setoid.symm,2005
4269,list.ilast._main.equations._eqn_3,2005
4279,list.after.equations._eqn_2,2032
4298,io.fs.rmdir.equations._eqn_1,2102
4304,list.mfirst.equations._eqn_2,2113
4306,list.map_with_index_core._main.equations._eqn_1,2117
4310,get.equations._eqn_1,2131
4318,put.equations._eqn_1,2143
4321,string.iterator.prevn,2165
4324,string.iterator.nextn._main,2165
4331,nat.le_antisymm,2194
4354,list.map_accumr.equations._eqn_2,2330
4356,io.stderr.equations._eqn_1,2337
4384,setoid.mk.sizeof_spec,2420
4392,list.mfoldr.equations._eqn_2,2453
4391,list.mfoldl.equations._eqn_2,2453
4401,psum.sizeof._main.equations._eqn_2,2509
4404,list.partition._main.equations._eqn_2,2510
4408,psum.sizeof.equations._eqn_2,2529
4414,monad_io.sizeof,2535
4412,nat.mul,2535
4417,io.fs.get_line.equations._eqn_1,2552
4422,nat.zero_le,2576
4424,monad.mapm.equations._eqn_1,2616
4442,io.finally.equations._eqn_1,2715
4447,list.map_accumr₂._main.equations._eqn_4,2743
4451,list.nth.equations._eqn_3,2778
4475,nat.decidable_eq._main.equations._eqn_1,2854
4480,monad.sequence._main.equations._eqn_2,2867
4487,dlist.has_sizeof_inst,2899
4488,prod.sizeof._main.equations._eqn_1,2910
4496,reducibility_hints.regular.sizeof_spec,2953
4500,list.filter_map.equations._eqn_2,2967
4511,list.last.equations._eqn_1,3017
4517,sizeof_measure_wf,3033
4518,nat.shiftl'._main,3036
4519,monad_io_net_system.no_confusion,3039
4520,has_well_founded_of_has_sizeof,3040
4527,vector.nil._proof_1,3070
4529,vector.elim._proof_1,3071
4548,int.div2.equations._eqn_1,3134
4551,buffer.pop_back._main,3149
4555,nat.shiftr._sunfold,3201
4561,list.enum.equations._eqn_1,3278
4563,int.nat_abs_eq,3328
4566,list.filter_cons_of_pos,3377
4572,nat.digit_succ,3421
4575,io.fs.get_char._proof_1,3465
4581,list.length_cons,3529
4588,prod.decidable_eq.equations._eqn_1,3587
4598,list.has_subset.equations._eqn_1,3674
4612,string.iterator.to_end.equations._eqn_1,3772
4615,buffer.mem.equations._eqn_1,3835
4620,ordering.decidable_eq._match_1.equations._eqn_2,3874
4630,bin_tree.to_list.equations._eqn_1,3991
4665,string.iterator.prevn._main.equations._eqn_1,4367
4679,nat.exists_eq_succ_of_ne_zero,4529
4684,bool_iff_false,4818
4687,bool_eq_false,4878
4693,nat.mul._main.equations._eqn_1,5121
4695,nat.mul_zero,5157
4698,lean.is_release.equations._eqn_1,5251
4699,psigma.has_well_founded.equations._eqn_1,5256
4702,nat.shiftr.equations._eqn_1,5289
4705,tactic.apply_cfg.mk.inj_arrow,5331
4706,list.sizeof._main.equations._eqn_2,5359
4707,list.sizeof.equations._eqn_2,5374
4714,nat.to_digits,5522
4719,fin.val_zero,5617
4728,tt_band,5904
4737,if_true_right_eq_or,6011
4759,tactic.dunfold_config.sizeof,6280
4762,to_bool_ff,6317
4767,int.test_bit._sunfold,6402
4793,nat.sub.equations._eqn_2,7355
4796,vector.decidable_eq._proof_1,7420
4809,fin.decidable_eq,7779
4810,nat.bit0_ne_zero,7800
4816,option_t.run_bind,7944
4825,fun_info.sizeof,8280
4835,tactic.unfold_config.sizeof,8608
4850,tactic.simp_intros_config.has_sizeof_inst,9088
4858,int.neg_of_nat_eq_sub_nat_nat_zero,9318
4860,ite_eq_tt_distrib,9322
4878,int.has_add,9658
4881,monad_io_file_system.has_sizeof_inst,9685
4885,occurrences.neg.sizeof_spec,9888
4887,int.has_sub,9911
4889,int.le,9960
4898,is_lawful_applicative.comp_map._default,10320
4911,tactic.dsimp_config.max_steps._default,10488
4919,vector.head,10648
4923,buffer.pop_back.equations._eqn_2,10732
4925,nat.shiftl'._main.equations._eqn_2,10982
4928,int.coe_nat_add,11018
4931,nat.to_digits._main.equations._eqn_1,11096
4932,nat.to_digits.equations._eqn_1,11100
4934,monad_io_terminal.mk.sizeof_spec,11456
4947,string.popn_back.equations._eqn_1,12268
4951,expr.coord.code.equations._eqn_1,12379
4957,nat.dvd_mul_right,12803
4998,array.read',14883
5007,nat.bodd_succ,15253
5011,nat.succ_add,15814
5014,int.coe_nat_mul,16029
5027,buffer.append_list._sunfold,17624
5030,ematch_config.max_instances._default.equations._eqn_1,17818
5045,buffer.append_list.equations._eqn_1,19205
5046,monad_io_file_system.mk.inj,19415
5061,int.add.equations._eqn_4,19766
5063,int.of_nat_add_of_nat,19801
5064,int.neg_succ_of_nat_add_neg_succ_of_nat,19802
5072,nat.bit1_succ_eq,20797
5073,monad.mk.sizeof_spec,20868
5087,char.val,23010
5089,char.has_sizeof,23014
5097,vector.head.equations._eqn_2,23367
5104,buffer.push_back._main.equations._eqn_1,23492
5107,int.mul._main.equations._eqn_3,23502
5111,int.neg_succ_of_nat_of_nat,23538
5112,int.add._main.equations._eqn_2,23671
5131,dlist.cons._aux_1,25400
5141,nat.decidable_le._sunfold,26426
5149,nat.one_lt_bit0,27014
5152,vector.cons.equations._eqn_1,27178
5155,buffer.write.equations._eqn_1,27367
5156,nat.div2_succ,27764
5163,list.filter_sublist,29102
5167,dlist.lazy_of_list._aux_1,29509
5171,int.sub_eq_add_neg,29771
5176,name.rec_on,30212
5179,io.fs.put_char.equations._eqn_1,30396
5180,nat.one_lt_bit1,30668
5181,list.decidable_mem._sunfold,30714
5182,reader_t.alternative,30844
5198,vector.tail._sunfold,33013
5202,string.to_char_buffer.equations._eqn_1,33118
5210,nat.div,33888
5226,buffer.append_list._main.equations._eqn_2,36524
5228,expr.coord.has_lt.equations._eqn_1,37158
5231,list.decidable_mem._main.equations._eqn_1,39097
5233,nat.zero_sub,39386
5243,list.bag_inter._main.equations._eqn_2,41013
5253,list.length_repeat,41871
5270,buffer.read'.equations._eqn_1,45128
5276,name.get_prefix,45303
5282,unsigned.has_le,45394
5289,char.has_le,46043
5293,list.has_decidable_lt,46567
5298,vector.of_fn._sunfold,48330
5302,vector.elim._sunfold,49312
5303,smt_pre_config.sizeof,49568
5313,interactive.loc.has_sizeof_inst,50679
5315,nat.zero_lt_one_add,50742
5322,unsigned.decidable_eq,52978
5331,list.bex_cons,58314
5334,list.union.equations._eqn_1,59005
5336,int.has_lt.equations._eqn_1,59058
5339,int.add_one_le_of_lt,59089
5356,list.has_decidable_lt._match_1.equations._eqn_2,65688
5363,vector.map_accumr._sunfold,66792
5368,nat.add_assoc,67112
5378,buffer.write'._main.equations._eqn_1,69848
5395,list.append_assoc,76669
5397,vector.tail.equations._eqn_1,76689
5403,list.nth_le._main.equations._eqn_3,80090
5407,list.mem_append,82612
5409,occurrences.contains._main.equations._eqn_1,83079
5427,int.le.intro_sub,90312
5429,name.get_prefix._main.equations._eqn_1,90613
5430,name.get_prefix._main.equations._eqn_2,90621
5437,vector.elim._match_1.equations._eqn_1,92296
5442,list.has_decidable_lt._main.equations._eqn_2,94596
5445,list.has_decidable_lt.equations._eqn_1,94649
5447,list.has_decidable_lt.equations._eqn_3,94667
5450,nat.bodd_add,96661
5453,nat.lt_ge_by_cases.equations._eqn_1,99048
